id,title,description,thumbnail,gallery_url,sort
211,快乐钢琴-创编乐园,,/storage/studio/thumbnail/thumbnail/1764120091-thumbnail.png,/gallery/tr2WTaxLStZxJg9q,0
212,架子鼓--创编乐园,,/storage/studio/thumbnail/thumbnail/1764062481-thumbnail.png,/gallery/6q99SARZAnyocmWF,0
213,大提琴,大提琴，音乐创编,/storage/studio/thumbnail/thumbnail/1764063587-thumbnail.png,/gallery/MGjUFjGiGcuNhFSU,0
214,卡宏鼓,,/storage/studio/thumbnail/thumbnail/1764064358-thumbnail.png,/gallery/51823WftSpMERsvj,0
215,微波原理：宏观与微观同步演示,,/storage/studio/thumbnail/thumbnail/1764064812-thumbnail.png,/gallery/u8W5Nu7nLu5rRUE0,0
216,流程图画板,,/storage/studio/thumbnail/thumbnail/1764066806-thumbnail.png,/gallery/uWGUv4Uoh8VpJatp,0
217,FPV模拟器,,/storage/studio/thumbnail/thumbnail/1764069739-thumbnail.png,/gallery/GU3V4rEQuC9Rp00c,0
218,简易版贾维斯效果,,/storage/studio/thumbnail/thumbnail/1764204968-thumbnail.png,/gallery/mDWGlpqpJApa8006,0
219,斯特鲁普效应测试,"直观性强：学生一玩就知道“脑子卡壳”是什么感觉，比单纯讲理论生动得多。
竞争性：有分数和倒计时，适合在班级里让几个同学比赛，或者全班一起玩（看谁分高）。
教育意义：
小学阶段：可以解释为“习惯”的力量（我们习惯了读书），要学会控制冲动。
中学阶段：可以引入“认知冲突”、“前额叶皮层功能（负责控制和决策）”等更深的概念。
易于扩展：您可以引导学生思考生活中还有哪些类似的情况（例如：想学习时却不由自主地拿起了手机——这也是自动化反应战胜了控制意识）。
课堂使用建议：
第一步：不讲原理，让两个学生上台PK，看谁分高。
第二步：询问学生的感受，“为什么明明知道是红色，嘴巴却想说绿色？”
第三步：展示“理论揭秘”部分，讲解大脑的两个系统。
第四步：引申讨论，如何提高我们的专注力（比如通过练习让控制加工更熟练）。",/storage/studio/thumbnail/thumbnail/1764205523-thumbnail.png,/gallery/dFRo3LKYO467zB2i,0
220,瞬时记忆矩阵 (The Memory Matrix),"理论依据：
工作记忆容量：著名的心理学家乔治·米勒提出**“神奇的数字 7±2”**，认为人的短时记忆容量是非常有限的，大约只能同时处理 5 到 9 个组块。
游戏的心理学价值：
工作记忆的瓶颈：
在低关卡（记忆3-4个方块）时，学生会觉得很轻松。
一旦达到 Level 5 或 Level 6（通常需要记忆6-8个方块），大部分人会突然开始出错。
教学点：这时候可以告诉学生，这就是大脑的“内存条”满了。我们不能像电脑一样无限存东西，所以学习时要把知识“分块”（Chunking）来记忆。
视觉空间画板 (Visuospatial Sketchpad)：
这个游戏不涉及语言（你不需要读字），纯粹靠看位置。
教学点：有些同学可能背课文很慢（语音回路弱），但玩这个游戏很厉害（视觉空间强），这能帮助学生发现自己的优势认知风格。
老师如何引导？
观察：让学生留意自己是用什么方法记住的？
有的学生会画图（比如“这是个三角形”）。
有的学生会编号（“左上，右下...”）。
这展示了大脑的**“编码策略”**。
讨论：为什么有时候明明看见了，过一秒就忘了？（因为短时记忆如果不复述，消失得非常快）。",/storage/studio/thumbnail/thumbnail/1764205894-thumbnail.png,/gallery/9A3kSJia3Brwfe9k,0
221,游戏名称：外星人猎手 (Alien Hunter),"核心玩法：
玩家需要在满屏的图形中找到唯一的“目标外星人”。
第一阶段（简单）：外星人颜色很特别，一眼就能看见。
第二阶段（困难）：外星人和周围的人长得很像，必须仔细找。

理论依据：
平行加工 (Pop-out Effect)：当目标具有独特的特征（如唯一的红色）时，大脑可以同时处理所有视觉信息，目标会自动“跳”出来，这不需要集中注意力。
序列加工 (Serial Search)：当目标和干扰项共享特征（如都是红色，或者都是圆形）时，大脑必须把注意力聚焦在每一个物体上，一个接一个地检查，所以速度会慢很多。",/storage/studio/thumbnail/thumbnail/1764209182-thumbnail.png,/gallery/Ix0Mzs8K4aRnpule,0
222,游戏名称：规则破壁者 (The Rule Breaker),"戏名称：规则破壁者 (The Rule Breaker)
适合人群：15岁以上（特别是想测试自己逻辑变通能力的人）。
核心玩法：
屏幕上方有4张“参考牌”，每张牌有不同的颜色、形状和数量。
玩家手中有一张“手牌”。
玩家需要猜一个规则（比如“按颜色分类”），把手牌放到对应的参考牌下面。
系统只告诉你“对”或“错”。
最关键的点：当你在一个规则上连续做对几次后，规则会偷偷改变（系统不会提示）。你需要察觉到原来的规则失效了，并迅速通过试错找到新规则。
理论依据：
执行功能：大脑前额叶皮层（Prefrontal Cortex）负责的高级功能。
认知灵活性 (Set-shifting)：从一种思维模式切换到另一种模式的能力。
持续性错误 (Perseverative Error)：当规则改变后，如果受试者固执地坚持旧规则，就被称为“持续性错误”。这是评估大脑是否老化的重要指标。",/storage/studio/thumbnail/thumbnail/1764209635-thumbnail.png,/gallery/BYO1bhBqehwIjZ6t,0
223,游戏：Emoji 召唤师 (Mini Scribblenauts),"游戏：Emoji 召唤师 (Mini Scribblenauts)
这是一个单文件 HTML 游戏。你可以直接保存并在浏览器运行。
核心玩法：
控制小人（WASD 或 箭头键）移动。
目标是拿到高处的 星星 (?)。
你需要通过输入框创造物体来垫脚、或者利用物理特性到达高处。",/storage/studio/thumbnail/thumbnail/1764293486-thumbnail.png,/gallery/7zHPcRLQIq6be3AI,0
224,TPR（全身反应法）动作骰子,"????? 教学建议：如何使用这个教具
热身环节 (Warm-up)：
直接使用默认词库。
让全班起立，老师点击 ROLL!，全班一起做动作。
例子： 骰子出现 ""Swim"" + ""Like a robot"" -> 全班像机器人一样做游泳动作。
单词复习 (Review)：
点击右上角??图标。
将本周学过的新动词（如：Brush teeth, Wash face）输入左侧框。
将学过的副词或地点（如：In the kitchen, Very fast）输入右侧框。
进行针对性练习。
学生PK (Competition)：
请两名学生上台。
点击 ROLL!。
看谁反应最快，做得最准确、最夸张，谁就得分。
创意写作 (Writing Prompt)：
不仅可以做动作，还可以用来作为造句练习。
掷出的结果让学生造一个完整的句子：""I saw a man running like a giant yesterday.""",/storage/studio/thumbnail/thumbnail/1764294184-thumbnail.png,/gallery/vl3Jkz3tAVxtFH0W,0
225,火柴棍数学,火柴棍数学,/storage/studio/thumbnail/thumbnail/1764295437-thumbnail.png,/gallery/oFe1uuqyVafWztVk,0
226,二维码生成器,配合二维码伴我生活,/storage/studio/thumbnail/thumbnail/1764318196-thumbnail.png,/gallery/yPaSh9CD7CQUICna,0
227,AR-星空大师,"“魔法”手势：
?? 召唤红心 (双手)
动作：将左右手的大拇指指尖对齐，食指指尖对齐，做出经典的“比心”动作。
效果：所有粒子会变成红色，迅速汇聚成一个在两手中间跳动的心形。
? 召唤黑洞 (单手)
动作：举起一只手，用力握成拳头。
效果：粒子变成金黄色，疯狂地向你的拳头中心塌缩，就像奇异博士的法术一样。
?? 召唤螺旋 (单手)
动作：伸出食指（就像表示“1”或者指天），其他手指握住。
效果：绿色的粒子会在你食指上方形成一个不断上升的双螺旋结构（DNA链条或龙卷风）。
?? 召唤原子 (单手)
动作：大拇指和食指指尖捏在一起（OK手势）。
效果：紫色的粒子会形成几个椭圆轨道，围绕你的指尖飞速旋转，模拟原子结构。
? 矩阵力场 (双手)
动作：两只手都举起来，五指张开，不要靠太近。
效果：粒子变成整齐的网格矩阵，布满整个屏幕，仿佛你正在操控数据墙。
?? 能量护盾 (双手)
动作：双手合十（像祈祷或拜佛）。
效果：粒子变成淡金色，在双手周围形成一个完美的圆形护盾环。",/storage/studio/thumbnail/thumbnail/1764321955-thumbnail.png,/gallery/FWZtXDWo5cOIbyTY,0
228,封面制作工坊,,/storage/studio/thumbnail/thumbnail/1764561632-thumbnail.png,/gallery/q6ZOoRnJAS5cxT0P,0
229,圣诞节快乐,,/storage/studio/thumbnail/thumbnail/1764573127-thumbnail.png,/gallery/xK6bgPPIKAPlHP5n,0
230,华容道（新）,,/storage/studio/thumbnail/thumbnail/1764581204-thumbnail.png,/gallery/16O9giT7StZbVJET,0
231,生态平衡模拟器,,/storage/studio/thumbnail/thumbnail/1765844828-thumbnail.png,/gallery/DkQNDP9x2vGluXnx,0
232,角的度量演示器,角的度量演示器,/storage/studio/thumbnail/thumbnail/1765845571-thumbnail.png,/gallery/E03fuQAC3ejKFGKX,0
233,长方形与正方形演示器,小学三年级，长方形与正方形演示器，演示周长和面积的关系,/storage/studio/thumbnail/thumbnail/1765846095-thumbnail.png,/gallery/7G7HeBDXju92g6X8,0
234,提词器--专业版,提示词工具,/storage/studio/thumbnail/thumbnail/1766363848-thumbnail.png,/gallery/BdAqCmLMNIQlECuG,0
235,钟琴,,/storage/studio/thumbnail/thumbnail/1766365116-thumbnail.png,/gallery/6FKRxtfP0bhKu9PJ,0
236,三角铁,,/storage/studio/thumbnail/thumbnail/1766364821-thumbnail.png,/gallery/w4V4gnXqWe2HqlbW,0
237,双响筒,,/storage/studio/thumbnail/thumbnail/1766366642-thumbnail.png,/gallery/UfmxUgRsmf33OEmi,0
238,时钟教具,,/storage/studio/thumbnail/thumbnail/1766372482-thumbnail.png,/gallery/CNZuT1sQ1RDt5oN1,0
239,英语单词连连看,,/storage/studio/thumbnail/thumbnail/1766374051-thumbnail.png,/gallery/VW33gSEgpxwBD5ic,0
240,英文连连看-听力版,,/storage/studio/thumbnail/thumbnail/1766374392-thumbnail.png,/gallery/c6cU5yt6aSAM1NJ7,0
241,拼图游戏--触屏版,,/storage/studio/thumbnail/thumbnail/1766973071-thumbnail.png,/gallery/rjXycC8bsDiPJ7vG,0
242,长方体滚动印图演示,,/storage/studio/thumbnail/thumbnail/1767832709-thumbnail.png,/gallery/AESTyRnDpaPwyYgp,0
243,五子棋,,/storage/studio/thumbnail/thumbnail/1767951197-thumbnail.png,/gallery/InPMzrh5h7WTovII,0
244,国际象棋,,/storage/studio/thumbnail/thumbnail/1767951708-thumbnail.png,/gallery/nxAdSctgjY8gGHfH,0
245,中国象棋,,/storage/studio/thumbnail/thumbnail/1767951865-thumbnail.png,/gallery/tiqk5qM4vuuW9kYn,0
246,井字棋,,/storage/studio/thumbnail/thumbnail/1767952012-thumbnail.png,/gallery/DEYLNN6I544xXu45,0
247,探究太阳能小车速度因素,,/storage/studio/thumbnail/thumbnail/1768385392-thumbnail.png,/gallery/Zi4qO1atBtgZ2jzA,0
248,数学游园会,,/storage/studio/thumbnail/thumbnail/1768470219-thumbnail.png,/gallery/bYqlGkaO0Ol0e5ga,0
249,数字迷宫挑战,,/storage/studio/thumbnail/thumbnail/1768560179-thumbnail.png,/gallery/7ZATzH5AGrTxcrIs,0
250,数学游园,,/storage/studio/thumbnail/thumbnail/1769044537-thumbnail.png,/gallery/hCruY6JztXjKjNii,0
251,埃舍尔密铺生成器--正方形,埃舍尔密铺生成器,/storage/studio/thumbnail/thumbnail/1773026184-thumbnail.png,/gallery/Y4pnjxAlID5KzrRf,0
252,埃舍尔密铺生成器--平行四边形,埃舍尔平行四边形密铺,/storage/studio/thumbnail/thumbnail/1774247922-thumbnail.png,/gallery/fPGiyT7VpPcXdT9V,0
253,埃舍尔密铺生成器--长方形,,/storage/studio/thumbnail/thumbnail/1774247817-thumbnail.png,/gallery/X0XvZgevJ9a4upEN,0
254,图斯双环定理 (Tusi Couple),当小圆半径是大圆的一半并在其内部滚动时，小圆周上的点做直线运动。,/storage/studio/thumbnail/thumbnail/1774868506-thumbnail.png,/gallery/SMahxVL8hiulM1DC,0
255,维维尼亚定理,维维尼亚定理演示,/storage/studio/thumbnail/thumbnail/1774866734-thumbnail.png,/gallery/HzXpcHBSp3oi6IL9,0
